Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"OGG1","8-Oxoguanine DNA Glycosylase","Protein Coding","O15527","59","GC03P024175","5.21887063980103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGG1"
"PRND","Prion Like Protein Doppel","Protein Coding","Q9UKY0","49","GC20P004721","5.21671342849731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRND"
"MIRLET7A1","MicroRNA Let-7a-1","RNA Gene","","31","GC09P094175","5.21046352386475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7A1"
"CACNA1H","Calcium Voltage-Gated Channel Subunit Alpha1 H","Protein Coding","O95180","61","GC16P001153","5.20670461654663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1H"
"GPX7","Glutathione Peroxidase 7","Protein Coding","Q96SL4","54","GC01P052602","5.20161247253418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX7"
"SLCO2B1","Solute Carrier Organic Anion Transporter Family Member 2B1","Protein Coding","O94956","54","GC11P099431","5.19667625427246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2B1"
"CRKL","CRK Like Proto-Oncogene, Adaptor Protein","Protein Coding","P46109","59","GC22P020917","5.19353723526001","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL"
"BIRC5","Baculoviral IAP Repeat Containing 5","Protein Coding","O15392","58","GC17P078214","5.19272565841675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","P04439","58","GC06P156203","5.18812990188599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"APBB1","Amyloid Beta Precursor Protein Binding Family B Member 1","Protein Coding","O00213","56","GC11M013505","5.18765497207642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBB1"
"KAT2B","Lysine Acetyltransferase 2B","Protein Coding","Q92831","61","GC03P024437","5.18208169937134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2B"
"MSX2","Msh Homeobox 2","Protein Coding","P35548","56","GC05P174724","5.17861890792847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2"
"CLDN5","Claudin 5","Protein Coding","O00501","53","GC22M019523","5.17315483093262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN5"
"SHANK3","SH3 And Multiple Ankyrin Repeat Domains 3","Protein Coding","Q9BYB0","51","GC22P081853","5.16838550567627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK3"
"IDH3A","Isocitrate Dehydrogenase (NAD(+)) 3 Catalytic Subunit Alpha","Protein Coding","P50213","55","GC15P078131","5.16703224182129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3A"
"C4B","Complement C4B (Chido/Rodgers Blood Group)","Protein Coding","P0C0L5","55","GC06P032014","5.15547275543213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B"
"KCNE3","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 3","Protein Coding","Q9Y6H6","56","GC11M074454","5.14010334014893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE3"
"HINT1","Histidine Triad Nucleotide Binding Protein 1","Protein Coding","P49773","58","GC05M131159","5.1398811340332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HINT1"
"HPS3","HPS3 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 1","Protein Coding","Q969F9","50","GC03P149129","5.12851572036743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPS3"
"SGK1","Serum/Glucocorticoid Regulated Kinase 1","Protein Coding","O00141","62","GC06M134169","5.12805986404419","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1"
"MIR19B1","MicroRNA 19b-1","RNA Gene","","26","GC13P091714","5.1269736289978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19B1"
"PGAM4","Phosphoglycerate Mutase Family Member 4","Protein Coding","Q8N0Y7","44","GC0XM077967","5.12670135498047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM4"
"PDIA3","Protein Disulfide Isomerase Family A Member 3","Protein Coding","P30101","56","GC15P043746","5.12416934967041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3"
"ATP1A1-AS1","ATP1A1 Antisense RNA 1","RNA Gene","Q5TC04","30","GC01M116379","5.10854196548462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1-AS1"
"PCSK7","Proprotein Convertase Subtilisin/Kexin Type 7","Protein Coding","Q16549","55","GC11M133790","5.10362863540649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK7"
"KLF8","KLF Transcription Factor 8","Protein Coding","O95600","51","GC0XP059531","5.10309314727783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF8"
"UBC","Ubiquitin C","Protein Coding","P0CG48","56","GC12M124911","5.09971380233765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBC"
"VIP","Vasoactive Intestinal Peptide","Protein Coding","P01282","56","GC06P152750","5.09711503982544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIP"
"FASLG","Fas Ligand","Protein Coding","P48023","61","GC01P172659","5.08943033218384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"FLII","FLII Actin Remodeling Protein","Protein Coding","Q13045","55","GC17M018244","5.07350206375122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLII"
"EZR","Ezrin","Protein Coding","P15311","59","GC06M158765","5.06835556030273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR"
"AMY2B","Amylase Alpha 2B","Protein Coding","P19961","52","GC01P103554","5.0667200088501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY2B"
"ACTA2","Actin Alpha 2, Smooth Muscle","Protein Coding","P62736","61","GC10M088935","5.06602334976196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2"
"COMMD2","COMM Domain Containing 2","Protein Coding","Q86X83","37","GC03M149738","5.05639314651489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD2"
"ITIH4","Inter-Alpha-Trypsin Inhibitor Heavy Chain 4","Protein Coding","Q14624","54","GC03M052812","5.05604839324951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4"
"SCT","Secretin","Protein Coding","P09683","45","GC11M000626","5.05157947540283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCT"
"AQP3","Aquaporin 3 (Gill Blood Group)","Protein Coding","Q92482","58","GC09M033431","5.04200553894043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP3"
"EYS","Eyes Shut Homolog","Protein Coding","Q5T1H1","45","GC06M063719","5.03427457809448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYS"
"CTSG","Cathepsin G","Protein Coding","P08311","56","GC14M024573","5.02652740478516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSG"
"RPL11","Ribosomal Protein L11","Protein Coding","P62913","60","GC01P023691","5.0159010887146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL11"
"PCAT1","Prostate Cancer Associated Transcript 1","RNA Gene","","25","GC08P126553","5.01105213165283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1"
"AANAT","Aralkylamine N-Acetyltransferase","Protein Coding","Q16613","52","GC17P076453","5.01027965545654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AANAT"
"PRDX3","Peroxiredoxin 3","Protein Coding","P30048","57","GC10M119167","5.00214004516602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX3"
"COX7A2","Cytochrome C Oxidase Subunit 7A2","Protein Coding","P14406","48","GC06M075237","5.0020112991333","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7A2"
"PTDSS1","Phosphatidylserine Synthase 1","Protein Coding","P48651","55","GC08P096261","4.9981107711792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTDSS1"
"KCNQ1OT1","KCNQ1 Opposite Strand/Antisense Transcript 1","RNA Gene","","36","GC11M013323","4.98202657699585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1"
"GAST","Gastrin","Protein Coding","P01350","52","GC17P041712","4.98174476623535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAST"
"IGFALS","Insulin Like Growth Factor Binding Protein Acid Labile Subunit","Protein Coding","P35858","55","GC16M001790","4.9814510345459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFALS"
"MIR195","MicroRNA 195","RNA Gene","","28","GC17M088262","4.97794961929321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195"
"MIR222","MicroRNA 222","RNA Gene","","29","GC0XM045747","4.96009397506714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR222"
"GLRB","Glycine Receptor Beta","Protein Coding","P48167","58","GC04P157076","4.94531488418579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRB"
"LAP3","Leucine Aminopeptidase 3","Protein Coding","P28838","54","GC04P026887","4.94515705108643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3"
"MPDZ","Multiple PDZ Domain Crumbs Cell Polarity Complex Component","Protein Coding","O75970","55","GC09M013105","4.93350744247437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPDZ"
"CYP3A43","Cytochrome P450 Family 3 Subfamily A Member 43","Protein Coding","Q9HB55","51","GC07P108739","4.92299842834473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A43"
"LTBP1","Latent Transforming Growth Factor Beta Binding Protein 1","Protein Coding","Q14766","57","GC02P032946","4.92140674591064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP1"
"LPXN","Leupaxin","Protein Coding","O60711","51","GC11M132542","4.92137575149536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPXN"
"HSP90AB1","Heat Shock Protein 90 Alpha Family Class B Member 1","Protein Coding","P08238","62","GC06P044246","4.91912078857422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB1"
"MT1B","Metallothionein 1B","Protein Coding","P07438","40","GC16P105570","4.91696500778198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1B"
"ALAS1","5'-Aminolevulinate Synthase 1","Protein Coding","P13196","55","GC03P052198","4.91473579406738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAS1"
"MBP","Myelin Basic Protein","Protein Coding","P02686","57","GC18M076978","4.90643119812012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBP"
"TACR1","Tachykinin Receptor 1","Protein Coding","P25103","58","GC02M075743","4.89854335784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1"
"COPZ1","COPI Coat Complex Subunit Zeta 1","Protein Coding","P61923","50","GC12P054301","4.89675331115723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPZ1"
"KAT2A","Lysine Acetyltransferase 2A","Protein Coding","Q92830","62","GC17M042113","4.89403533935547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2A"
"WT1","WT1 Transcription Factor","Protein Coding","P19544","61","GC11M032365","4.89314222335815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1"
"LAMP1","Lysosomal Associated Membrane Protein 1","Protein Coding","P11279","57","GC13P113297","4.8920726776123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1"
"GRIA3","Glutamate Ionotropic Receptor AMPA Type Subunit 3","Protein Coding","P42263","62","GC0XP123184","4.88964796066284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA3"
"GABRE","Gamma-Aminobutyric Acid Type A Receptor Subunit Epsilon","Protein Coding","P78334","51","GC0XM151955","4.88709163665771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRE"
"RUNX1","RUNX Family Transcription Factor 1","Protein Coding","Q01196","62","GC21M034787","4.88613891601563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1"
"MYH11","Myosin Heavy Chain 11","Protein Coding","P35749","59","GC16M027496","4.87929105758667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH11"
"COL4A4","Collagen Type IV Alpha 4 Chain","Protein Coding","P53420","55","GC02M226973","4.87700033187866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A4"
"MIR193B","MicroRNA 193b","RNA Gene","","29","GC16P104308","4.87591600418091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193B"
"SLC22A8","Solute Carrier Family 22 Member 8","Protein Coding","Q8TCC7","53","GC11M132702","4.87571334838867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A8"
"KCNE2","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 2","Protein Coding","Q9Y6J6","54","GC21P034364","4.87429141998291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE2"
"NEXN","Nexilin F-Actin Binding Protein","Protein Coding","Q0ZGT2","52","GC01P078084","4.87322759628296","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEXN"
"MT1H","Metallothionein 1H","Protein Coding","P80294","44","GC16P105571","4.8720531463623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1H"
"SNX27","Sorting Nexin 27","Protein Coding","Q96L92","51","GC01P170265","4.87060546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX27"
"TECRL","Trans-2,3-Enoyl-CoA Reductase Like","Protein Coding","Q5HYJ1","46","GC04M064275","4.86734008789063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECRL"
"AP2S1","Adaptor Related Protein Complex 2 Subunit Sigma 1","Protein Coding","P53680","55","GC19M046838","4.86345815658569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2S1"
"GRIN2D","Glutamate Ionotropic Receptor NMDA Type Subunit 2D","Protein Coding","O15399","61","GC19P133365","4.85797452926636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2D"
"DDO","D-Aspartate Oxidase","Protein Coding","Q99489","49","GC06M110391","4.85762929916382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDO"
"HCAR2","Hydroxycarboxylic Acid Receptor 2","Protein Coding","Q8TDS4","49","GC12M122701","4.82855892181396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCAR2"
"TFF3","Trefoil Factor 3","Protein Coding","Q07654","53","GC21M042311","4.82506418228149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF3"
"PLAU","Plasminogen Activator, Urokinase","Protein Coding","P00749","64","GC10P073909","4.82156753540039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU"
"COL5A2","Collagen Type V Alpha 2 Chain","Protein Coding","P05997","56","GC02M189031","4.81850337982178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL5A2"
"SLC25A5","Solute Carrier Family 25 Member 5","Protein Coding","P05141","56","GC0XP119468","4.81646251678467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5"
"MUC1","Mucin 1, Cell Surface Associated","Protein Coding","P15941","61","GC01M155185","4.8158712387085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1"
"IL17F","Interleukin 17F","Protein Coding","Q96PD4","53","GC06M100650","4.80827760696411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17F"
"PTH1R","Parathyroid Hormone 1 Receptor","Protein Coding","Q03431","62","GC03P046877","4.80206966400146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH1R"
"PIGF","Phosphatidylinositol Glycan Anchor Biosynthesis Class F","Protein Coding","Q07326","50","GC02M046580","4.80145263671875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGF"
"EFEMP1","EGF Containing Fibulin Extracellular Matrix Protein 1","Protein Coding","Q12805","56","GC02M055865","4.80106639862061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFEMP1"
"ATP12A","ATPase H+/K+ Transporting Non-Gastric Alpha2 Subunit","Protein Coding","P54707","54","GC13P024680","4.79510688781738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP12A"
"COX7B2","Cytochrome C Oxidase Subunit 7B2","Protein Coding","Q8TF08","42","GC04M046734","4.78832054138184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7B2"
"MEG8","Maternally Expressed 8, Small Nucleolar RNA Host Gene","RNA Gene","","28","GC14P119043","4.78757762908936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG8"
"PSMB4","Proteasome 20S Subunit Beta 4","Protein Coding","P28070","58","GC01P151399","4.7813777923584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB4"
"PPIA","Peptidylprolyl Isomerase A","Protein Coding","P62937","58","GC07P044839","4.78050136566162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIA"
"KCNJ16","Potassium Inwardly Rectifying Channel Subfamily J Member 16","Protein Coding","Q9NPI9","51","GC17P070053","4.78007888793945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ16"
"AADAT","Aminoadipate Aminotransferase","Protein Coding","Q8N5Z0","51","GC04M170060","4.77667045593262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AADAT"
"ITGB1","Integrin Subunit Beta 1","Protein Coding","P05556","62","GC10M036398","4.77482223510742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1"
"SOX9","SRY-Box Transcription Factor 9","Protein Coding","P48436","58","GC17P072121","4.76555824279785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9"
"EHMT2","Euchromatic Histone Lysine Methyltransferase 2","Protein Coding","Q96KQ7","58","GC06M031879","4.75991725921631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT2"
"RAB23","RAB23, Member RAS Oncogene Family","Protein Coding","Q9ULC3","55","GC06M100733","4.75628805160522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB23"
"TAC1","Tachykinin Precursor 1","Protein Coding","P20366","54","GC07P097734","4.75548410415649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC1"
"SCN3A","Sodium Voltage-Gated Channel Alpha Subunit 3","Protein Coding","Q9NY46","60","GC02M165087","4.75055265426636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN3A"
"SRSF1","Serine And Arginine Rich Splicing Factor 1","Protein Coding","Q07955","55","GC17M089862","4.74996566772461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1"
"PLEK","Pleckstrin","Protein Coding","P08567","52","GC02P068365","4.74578952789307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEK"
"PIPOX","Pipecolic Acid And Sarcosine Oxidase","Protein Coding","Q9P0Z9","48","GC17P133251","4.74167394638062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIPOX"
"WASHC5","WASH Complex Subunit 5","Protein Coding","Q12768","51","GC08M137190","4.73902130126953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC5"
"KCNV2","Potassium Voltage-Gated Channel Modifier Subfamily V Member 2","Protein Coding","Q8TDN2","52","GC09P002717","4.73352146148682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNV2"
"BNIP3","BCL2 Interacting Protein 3","Protein Coding","Q12983","52","GC10M131966","4.73077487945557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3"
"MIR92A1","MicroRNA 92a-1","RNA Gene","","28","GC13P091718","4.73051357269287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A1"
"SEC61B","SEC61 Translocon Subunit Beta","Protein Coding","P60468","47","GC09P099222","4.72722387313843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61B"
"PDPK1","3-Phosphoinositide Dependent Protein Kinase 1","Protein Coding","O15530","61","GC16P002537","4.72493600845337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPK1"
"MIR20A","MicroRNA 20a","RNA Gene","","29","GC13P091717","4.72463464736938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"MIR23B","MicroRNA 23b","RNA Gene","","29","GC09P095085","4.72205829620361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23B"
"PRSS1","Serine Protease 1","Protein Coding","P07477","56","GC07P161556","4.71778392791748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1"
